"","Sample.Key","Type","Site","Analyst","Mass.of.Soil","Total.Volume","Concentration","metal","CPS","RSD"
"444",94,"Cal3","","",NA,NA,50,"Cd111",3.25802064383251,0.102040816326531
"445",95,"Cal3","","",NA,NA,100,"Cr52",17.9845876100613,0.266666666666667
"446",95,"Cal3","","",NA,NA,100,"As75",2.17354947596859,0.2
"447",95,"Cal3","","",NA,NA,100,"Cd111",5.58180542619395,0.2
"448",95,"Cal3","","",NA,NA,100,"Cd114",14.0077643241712,0.0666666666666667
"449",95,"Cal3","","",NA,NA,100,"Cr53",2.17431865225775,0.0333333333333333
"450",95,"Cal3","","",NA,NA,100,"Pb208",6.06888283691886,0.166666666666667
"451",96,"Cal3","","",NA,NA,500,"Cr53",10.91409029501,0.155555555555556
"452",96,"Cal3","","",NA,NA,500,"As75",10.9213679561594,0.155555555555556
"453",96,"Cal3","","",NA,NA,500,"Cd111",27.9414318775092,0.177777777777778
"454",96,"Cal3","","",NA,NA,500,"Cr52",90.3114087986326,0.177777777777778
"455",96,"Cal3","","",NA,NA,500,"Pb208",31.2974042433607,0.111111111111111
"456",96,"Cal3","","",NA,NA,500,"Cd114",71.7925439333231,0.0888888888888889
"457",97,"Cal3","","",NA,NA,1000,"Cr52",190.290308765173,0.2
"458",97,"Cal3","","",NA,NA,1000,"Cr53",23.2439941266076,0.2
"459",97,"Cal3","","",NA,NA,1000,"Cd111",59.0415321367693,0.5
"460",97,"Cal3","","",NA,NA,1000,"Cd114",150.600353007916,0.2
"461",97,"Cal3","","",NA,NA,1000,"Pb208",64.3916919518316,0.3
"462",97,"Cal3","","",NA,NA,1000,"As75",23.5464193047255,0.7
